Ship By,WO #,Combo #,Customer,Part,Description,Operation Sequence,Formula (Text),Operation Name,Manufacturing Work Center,Manufacturing Cost Template,Remaining Quantity,Completed Quantity,WO Quantity,Qty Completed,Status,1 to 1 Initiating Order,Machine,Hours Remaining
6/8/2026,12110521867WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50080370-1023,"DECAL, BUSH HOG 4.52x29.7 REFLECTIVE",2,Die Cut-Thermal,Heat cut with thermal cut plate on diecutter,Die Cut-Thermal,369-thermaldiecut,3545,,3545,0,Released,Sales Order #13657998DM,,10.9
4/28/2026,12110511899WO,,Genie Industries,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",3,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,11,,11,0,Released,Transfer Order #16987TO,,1.4
4/28/2026,12110511899WO,,Genie Industries,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,11,,11,0,Released,Transfer Order #16987TO,,.4
4/30/2026,12110511997WO,,Genie Industries,1332305GT-Rev2-1001,ECO 240226ML,7,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,27,,27,0,In Process,Transfer Order #16990TO,,.8
5/5/2026,12110512600WO,,Genie Industries : Terex Global GmbH - Southaven,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",3,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,73,,73,0,Released,Sales Order #13654635DM,,3.4
5/5/2026,12110512600WO,,Genie Industries : Terex Global GmbH - Southaven,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,73,,73,0,Released,Sales Order #13654635DM,,.9
6/18/2026,12110513730WO,,"JLG Industries, Inc. : JLG Warehouse 58",1001169897-1334,"DECAL, MTB",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,27,,27,0,In Process,Sales Order #13655769DM,,.5
6/29/2026,12110513933WO,,Toro Company : The Toro Company,163-1281-Rev1-1700,Controls Decal Rev2,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,20,,20,0,In Process,,,.5
5/14/2026,12110514021WO,,Federal Signal : Elgin Sweeper Company,1073437-1154,"LOGO, Elgin Red",3,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,406,,406,0,In Process,,,3.6
5/14/2026,12110514022WO,,Federal Signal : Elgin Sweeper Company,1087040-1154,1087040-1154 RevA,3,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,117,,117,0,In Process,,,1.2
5/14/2026,12110514045WO,,Genie Industries,97775GT-1001,"DECAL,POLYCARB 8 X 6.625",7,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,150,,150,0,In Process,,,1.2
5/25/2026,12110514395WO,,Federal Signal : Elgin Sweeper Company,1128150-1154,"LOGO, Elgin Red",1,Digital Cut,ZUND/KC-,Digital Cut,490-digitalcut,3,63,66,17,In Process,Sales Order #13655453DM,,1.3
5/25/2026,12110514395WO,,Federal Signal : Elgin Sweeper Company,1128150-1154,"LOGO, Elgin Red",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,49,17,66,17,In Process,Sales Order #13655453DM,,3.3
5/25/2026,12110516299WO,,Toro Company,161-5222-1700,"Reflector, Front Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1400,,1400,0,Released,,,1.6
6/9/2026,12110516492WO,,Toro Company : The Toro Company,164-3326-1700,Timecutter [White on Black] Decal RevA,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1650,,1650,0,In Process,,,3.7
6/3/2026,12110516623WO,,"Federal Signal : Vactor Manufacturing, Inc.",511957-1161,"LOGO, 2100i 63x26.8",6,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,32,,32,0,In Process,Sales Order #13656592DM,,1.6
6/15/2026,12110516769WO,,Toro Company,104-5152-1700,Hood GM 3500-D Decal RevB,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,402,,402,0,In Process,,,.9
5/29/2026,12110516853WO,,Genie Industries,82882GT-1001,"DECAL, COSMETIC, GENIE, TZ-50",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,14,,14,0,In Process,Transfer Order #17098TO,,.4
5/29/2026,12110517148WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,1,Digital Cut,Plotter cutting plates.,Digital Cut,370-plotcut,210,790,1000,0,In Process,,,6.1
5/29/2026,12110517148WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,5,Digital Cut,Job needs Cores,Digital Cut,499-CORES,1000,,1000,0,In Process,,,1
5/29/2026,12110517148WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,1000,,1000,0,In Process,,,4
6/8/2026,12110517203WO,,Zero-Max,500-16-01-1727,"LABEL, ZERO-MAX/HELLAND",4,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,384,,384,0,In Process,Sales Order #13656517DM,,.6
6/9/2026,12110517207WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,1262446GT-1001,1262446GT-1002,7,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,98,,98,0,In Process,Sales Order #13656605DM,,1.2
6/10/2026,12110517272WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,244,,244,0,In Process,Sales Order #13656190DM,,.5
6/10/2026,12110517273WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,9,,9,0,In Process,Sales Order #13656190DM,,.3
6/10/2026,12110517274WO,,MTS Systems : MTS Systems Corp - Eden Prairie,57-230-111RevB-1634,"LABEL-Warning Tria., hand crush Haz.,MD",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,8,,8,0,In Process,Sales Order #13656660DM,,.3
6/10/2026,12110517346WO,,RR Donnelley,H0230900 RevC-1056,"Label, Warning, Water Temperature, Canada",4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,266,,266,0,In Process,Sales Order #13656756DM,,.3
6/11/2026,12110517415WO,,Toro Company,834001-1700,Omnireg Label RevB,4,Digital Cut,I-CUT/T-I-CUT/K-,Digital Cut,490-digitalcut,3240,,3240,0,In Process,,,1.2
6/16/2026,12110517427WO,,Toro Company,126-6575-1700,Exmark Logo [5.99x2.56] Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,10440,,10440,0,In Process,,,10.4
6/4/2026,12110517545WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82417GT-1001,"DECAL, PLATFORM (CARB)",5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,526,,526,0,In Process,Sales Order #13656662DM,,2
6/8/2026,12110517709WO,,Central Boiler : WoodMaster/ALTOZ RLF,7001333-1203,Central Boiler 7001333,5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,54,,54,0,Released,Sales Order #13656815DM,,.6
6/12/2026,12110517987WO,,"Central Boiler : Central Boiler, Inc.",7001319-1203,Central Boiler 7001319,5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,454,,454,0,In Process,Sales Order #13656789DM,,2.6
6/12/2026,12110518015WO,,"Power Systems, LLC",PS-VA2399-L1-1652,Label,5,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,1050,,1050,0,In Process,Sales Order #13656907DM,,.8
6/1/2026,12110518054WO,000275CO,Toro Company,105-9877-RevA-1700,Groundsmaster 4500-D Console Decal RevA,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,In Process,,,1
6/1/2026,12110518055WO,000275CO,Toro Company,106-4673-RevA-1700,Trans Pro 80 Decal RevA,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,888,,888,0,In Process,,,1.4
6/1/2026,12110518056WO,000275CO,Toro Company,108-8420-1700,Sand Pro 3040 Decal RevA,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,222,,222,0,In Process,,,.4
6/1/2026,12110518057WO,000275CO,Toro Company,110-5545-1700,Hood 7210 Decal RevB,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,222,,222,0,In Process,,,.4
6/1/2026,12110518058WO,000275CO,Toro Company,117-0173-1700,GM 4300 D Decal RevB,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,222,,222,0,In Process,,,.4
6/1/2026,12110518059WO,000275CO,Toro Company,120-1815-1700,SGR6 Decal RevB,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,222,,222,0,In Process,,,.4
6/1/2026,12110518060WO,000275CO,Toro Company,120-1816-1700,SGR13 Grinder Decal RevB,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,In Process,,,.7
6/16/2026,12110518062WO,,Kwik Trip,KT RJR26Q3 22.5x5.5 card graphics-1600,"22.5x5.5,0.024whtcrd,4/0,glsslam,sqcut,pkinkits",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,5248,,5248,0,In Process,,,7.5
6/16/2026,12110518065WO,,Kwik Trip,KT RJR26Q3 21.8427x0.749 backlits-1600,"21.8427x0.749,0.015trnswhtpp,4/0,bkltopcty,sqcut,pkginkits",2,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,11562,,11562,0,In Process,,,17.5
6/16/2026,12110518066WO,,Kwik Trip,KT RJR26Q3 21.3906x3.1406 backlits-1600,"21.3906x3.1406,0.015trnswhtpp,4/0,bkltopcty,sqcut,pkginkits",2,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,1680,,1680,0,In Process,,,3.5
6/16/2026,12110518067WO,,Kwik Trip,KT RJR26Q3 10.8427x0.749 backlits-1600,"10.8427x0.749,0.015trnswhtpp,4/0,bkltopcty,sqcut,pkginkits",2,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,8836,,8836,0,In Process,,,12.9
6/11/2026,12110518154WO,,Tennant North America,4211380-1695,"LABEL, WARNING Legacy p/n: 1261613 Rev00",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,336,,336,0,In Process,Sales Order #13656821DM,,.6
6/3/2026,12110518176WO,,Genie Industries,233131GT-1001,"DECAL,  PLATFORM CONTROL PANEL (OS ITEM)",7,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,280,,280,0,In Process,,,4.5
6/10/2026,12110518619WO,,Wagner Spray Tech Corporation,2442525-1472,"LABEL, ELEC COVER, SUB PANEL, NG410 RevA",5,Digital Cut,Zund-TC,Digital Cut,490-digitalcut,2420,,2420,0,In Process,Sales Order #13657030DM,,3.5
5/22/2026,12110518846WO,,Etron Vietnam Technologies Company Limited,1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,2,Digital Cut,LATEX_GUID-,Digital Cut,299-latexguide,263,,263,0,In Process,Sales Order #13653061DM,,.4
5/22/2026,12110518846WO,,Etron Vietnam Technologies Company Limited,1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,3,Digital Cut,PLOTCUTSEL-,Digital Cut,102-Digcutsadh,215,48,263,0,In Process,Sales Order #13653061DM,,.1
6/4/2026,12110518857WO,,"Federal Signal : FS Depot, Inc.",1073404-1154,"DECAL-STRIPE,LH,CROSSWIND,RED",8,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,6,,6,0,In Process,Sales Order #13657073DM,,1.5
5/29/2026,12110519032WO,,Genie Industries,1330495GT-1001 RevA,1330495GT-1002 RevA,3,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,27,351,378,54,In Process,Transfer Order #17149TO,,1.6
6/9/2026,12110519034WO,,"Nonin Medical, Inc.",114512-001 RevA-1474,"LABEL, SERIAL/CAUTION, 7500",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,2592,,2592,0,In Process,Sales Order #13656771DM,,1.5
6/15/2026,12110519075WO,,Wagner Spray Tech Corporation,524770-1472,"LABEL, FRONT, MF 440",4,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,225,,225,0,Released,Sales Order #13654181DM,,.8
6/15/2026,12110519076WO,,Wagner Spray Tech Corporation,2426213-1722,"LABEL, WARNING, NG410/440/540",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,8500,,8500,0,Released,Sales Order #13656482DM,,8.6
6/15/2026,12110519077WO,,Wagner Spray Tech Corporation,2467766-1472,"LABEL, CLEAN Fee, TITAN, IMPACT X",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,126,,126,0,In Process,Sales Order #13656841DM,,.3
6/17/2026,12110519164WO,,Zero-Max,200-408RevC-1727,"NO-LUBE DECAL; .75"" X 2"" X .0625""R",4,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,4832,,4832,0,Released,Sales Order #13657088DM,,4.7
6/10/2026,12110519312WO,,"JLG Industries, Inc. : JLG Warehouse 925",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,105,,105,0,Released,Sales Order #13657157DM,,.7
6/16/2026,12110519328WO,,"JLG Industries, Inc. : JLG Warehouse 222",1702387-1334,"DECAL, PLATFORM DISPLAY (DUAL CAPACITY)",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,1050,,1050,0,In Process,Sales Order #13657198DM,,1.7
6/8/2026,12110519356WO,,Tarter USA,4000437-1259,Frontier Logo Decal 2.1x7.8,3,Digital Cut,"Zund Thru Cut, Zund Kiss Cut",Digital Cut,490-digitalcut,2000,,2000,0,In Process,,,5.5
6/18/2026,12110519457WO,,Axon Enterprise Inc.,MLB0460-1502,"LABEL, CE LOGO, SUPPLEMENTARY Sheets of 22",3,Digital Cut,I-CUT/T-I-CUT/K-,Digital Cut,490-digitalcut,555,,555,0,In Process,Sales Order #13657129DM,,1.4
6/18/2026,12110519458WO,,Axon Enterprise Inc.,MLB0450-1502,"WEEE LOGO, SUPPLEMENTARY - Decal Sheets of 46",4,Digital Cut,"Zund Thru Cut, Zund Kiss Cut",Digital Cut,490-digitalcut,3961,,3961,0,Released,Sales Order #13657129DM,,1.6
6/18/2026,12110519459WO,,MTS Systems : MTS Systems Corp - Eden Prairie,51-325-101-1634,"LABEL-POLYCARBONATE,22.00 HYD COLLET GR RevC",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,63,,63,0,In Process,Sales Order #13657277DM,,.4
6/4/2026,12110519478WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82308GT-1001,Clear panel protector with adhesive strips,3,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,28,,28,0,In Process,Sales Order #13656662DM,,.6
6/16/2026,12110519519WO,,Kwik Trip,KT 2-way GRIZZ 11x8.5 window decals-1600,"11x8.5,remoclrvnyl,4/4,diff,barrflm,icut,pkginkit",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,1656,,1656,0,In Process,,,3.3
6/23/2026,12110519542WO,,Toro Company,161-9794-1700,Titan Max Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2912,,2912,0,In Process,,,3.5
6/9/2026,12110519588WO,,Tarter USA,4000437-1259,Frontier Logo Decal 2.1x7.8,3,Digital Cut,"Zund Thru Cut, Zund Kiss Cut",Digital Cut,490-digitalcut,2000,,2000,0,In Process,,,5.5
6/9/2026,12110519589WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,1,Digital Cut,Plotter cutting plates.,Digital Cut,370-plotcut,1000,,1000,0,Released,,,26.1
6/9/2026,12110519589WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,5,Digital Cut,Job needs Cores,Digital Cut,499-CORES,1000,,1000,0,Released,,,1
6/9/2026,12110519589WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,1000,,1000,0,Released,,,4
6/9/2026,12110519590WO,,Genie Industries,82308GT-1001,Clear panel protector with adhesive strips,3,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,250,,250,0,In Process,,,3.4
6/19/2026,12110519775WO,,LAARS Heating Systems Company DBA Electro Industries,UAI456A-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - TOP,5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,1080,,1080,0,Released,Sales Order #13657104DM,,2.2
6/19/2026,12110519776WO,,LAARS Heating Systems Company DBA Electro Industries,UAI465-1473,KGC-1 Two Wire Start Converter decal sheet,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,624,,624,0,Released,Sales Order #13657104DM,,.3
6/19/2026,12110519777WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,1092,,1092,0,Released,Sales Order #13657104DM,,1.3
6/19/2026,12110519778WO,,LAARS Heating Systems Company DBA Electro Industries,UAI468-1473,KTWS-1 Two Wire Start Converter decal sheet,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,162,,162,0,Released,Sales Order #13657104DM,,.5
6/19/2026,12110519779WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,1170,,1170,0,In Process,Sales Order #13657104DM,,1.3
6/19/2026,12110519780WO,,LAARS Heating Systems Company DBA Electro Industries,UAI466-1473,KFC-1 Transfer Switch Converter decal sheet,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,648,,648,0,Released,Sales Order #13657104DM,,.4
6/19/2026,12110519781WO,,LAARS Heating Systems Company DBA Electro Industries,UAI441-02-1473,DECAL L1/L2 PSP,4,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,384,,384,0,In Process,Sales Order #13657104DM,,.4
6/19/2026,12110519782WO,,LAARS Heating Systems Company DBA Electro Industries,UAI442RevB-1473,Maximum Rating Per Contactor 100A@300VAC,5,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,288,,288,0,Released,Sales Order #13657104DM,,.9
6/19/2026,12110519783WO,,LAARS Heating Systems Company DBA Electro Industries,UAI440-1473,DECAL LOAD SHED DISCONNECT CIRCUITS,4,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,475,,475,0,In Process,Sales Order #13657104DM,,.8
6/19/2026,12110519784WO,,LAARS Heating Systems Company DBA Electro Industries,UAI454-1473,DECAL PSP LINE LOAD TB 2279,4,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,110,,110,0,In Process,Sales Order #13657104DM,,.4
6/8/2026,12110519807WO,,Tennant North America,4205366-1695,"LABEL, DOCK, INPUT [36V 1200W NA] 4205366 Rev00 LEGACY p/n: 1274910 Rev00",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,70,,70,0,In Process,Sales Order #13657242DM,,.4
3/17/2026,12110519826WO,,Shellback Semiconductor Technology,SB200-1036-1681,"LABEL SHEET - TORRENT, SINGLE SST",4,Digital Cut,I-CUT/K-,Digital Cut,490-digitalcut,6,,6,0,Released,Sales Order #13651349DM,,.8
6/17/2026,12110519889WO,,"Metalcraft of Mayville, WI, Inc.",487175-02-1610,"A-DECAL, ROPS SERIAL NO - SPZ Rev01",3,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,960,,960,0,Released,Sales Order #13657405DM,,2.6
6/11/2026,12110519911WO,,"Endries International, Inc.",95590-1548,"DECAL, INSTRUCTION, TILT HCH",5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,53,,53,0,In Process,Sales Order #13657350DM,,.4
6/11/2026,12110519912WO,,"Endries International, Inc.",81673-1548,"DECAL, SAFETY, HITCH",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,550,,550,0,In Process,Sales Order #13657350DM,,.8
6/10/2026,12110519914WO,,Genie Industries,1268195GT-1001,"[COSMETIC - WHITE] GENIE, Z-45 XC [Kit Component] 4.10"" x 45.6""",1,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,250,,250,0,Released,,,14
6/10/2026,12110519914WO,,Genie Industries,1268195GT-1001,"[COSMETIC - WHITE] GENIE, Z-45 XC [Kit Component] 4.10"" x 45.6""",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,250,,250,0,Released,,,4.2
6/10/2026,12110520024WO,,"JLG Industries, Inc. : JLG Warehouse 222",91573025-1334,JLG CAPACITY CHART MODEL G10-55A,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,24,,24,0,In Process,Sales Order #13656859DM,,.4
5/27/2026,12110520091WO,,"JLG Industries, Inc. : Oshkosh Corporation Laredo DC",1001193390-1334,"DECAL, LUBRICATION CHART",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,18,,18,0,Released,Sales Order #13656755DM,,.5
6/26/2026,12110520092WO,,Toro Company,148-1098-1700,"Control Panel [RT/SRT, EFI] Decal RevA",4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,315,,315,0,Released,,,2
6/18/2026,12110520093WO,,Toro Company,139-3693-1700,Console [826 OAE] Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,5000,,5000,0,In Process,,,5.5
6/3/2026,12110520113WO,,"Federal Signal : Vactor Manufacturing, Inc.",511957-1161,"LOGO, 2100i 63x26.8",6,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,31,,31,0,In Process,Sales Order #13657468DM,,1.5
6/22/2026,12110520116WO,,Kwik Trip,KT USSTC 2606 44 card graphics-1600,"22.38x2.375,0.024whtcrd,4/4,glsslam2S,sqcut,pkginkits",3,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,1368,,1368,0,In Process,,,2.2
6/12/2026,12110520223WO,,Veeco,312023RevA-1716,"LABEL, PREP UTILITIES PANEL, GEN20",7,Digital Cut,ZUND/KC-,Digital Cut,490-digitalcut,8,,8,0,Released,Sales Order #13657488DM,,.4
7/2/2026,12110520235WO,,Toro Company,9-2778-1700,Flow Label RevE,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2240,,2240,0,Released,,,2.2
6/15/2026,12110520358WO,,Tennant North America,4204555-1695,"LABEL, UL, [CHARGING DOCK] Legacy p/n: 1276502 Rev00",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,112,,112,0,In Process,Sales Order #13657083DM,,.5
6/13/2026,12110520493WO,,Genie Industries,1261896GT-1001,LOAD CARD - GTH-844 4,4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,336,,336,0,In Process,,,.9
6/13/2026,12110520494WO,,Genie Industries,231155GT-1001,"DECAL, A-G, GTH1056, WHITE COSMETIC",1,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,200,,200,0,Released,,,9.6
6/13/2026,12110520494WO,,Genie Industries,231155GT-1001,"DECAL, A-G, GTH1056, WHITE COSMETIC",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,200,,200,0,Released,,,.7
6/23/2026,12110520495WO,,Wagner Spray Tech Corporation,290076-1472,"LABEL, LOGO, TITAN POWRLINER",5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,38,,38,0,Released,Sales Order #13654180DM,,.4
6/24/2026,12110520543WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T574438RevB-1550,"LABEL,REPLACEMENT ELEMENT,HSRO 4118",3,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,313,,313,0,In Process,Sales Order #13655831DM,,.6
6/24/2026,12110520544WO,,Wagner Spray Tech Corporation,2442527-1722,"HANG TAG, IMPACT X RevB",3,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,5154,,5154,0,Released,Sales Order #13656911DM,,6.5
6/24/2026,12110520545WO,,"Continental Machine, Inc.",1008682 400Sonly-1526,DECAL 400s,6,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,71,,71,0,Released,Sales Order #13657294DM,,.4
6/24/2026,12110520546WO,,Wagner Spray Tech Corporation,2451758-1722,"HANG TAG, S3, PS UNITS",3,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,158,,158,0,Released,Sales Order #13657351DM,,1.4
6/24/2026,12110520547WO,,IPG Photonics Corporation,CMMIXXX0003927PXRev1-1584,"DECAL,SYS 2500",5,Digital Cut,Zund Kiss Cut,Digital Cut,490-digitalcut,5,,5,0,Released,Sales Order #13657500DM,,.3
6/24/2026,12110520548WO,,IPG Photonics Corporation,CMMIXXX0003925PX-1584,"DECAL, HMI, 630 mm x 185 mm",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,6,,6,0,Released,Sales Order #13657500DM,,.5
6/24/2026,12110520549WO,,IPG Photonics Corporation,CMUS0021778XXXXU Rev1-1584,"OVERLAY, DECAL, 3000 HMI BUTTONS",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,4,,4,0,Released,Sales Order #13657500DM,,.3
6/25/2026,12110520580WO,,Genie Industries : Terex Global GmbH - Monterrey,1257760GT-1001,"CARD, LOAD RNG, GTH636 ROT, OS ITEM",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,120,,120,0,Released,Sales Order #13657536DM,,.4
6/19/2026,12110520639WO,,"St. Croix Engineering, Inc.",1257365-1688,PAJ CO Tech Pendant Overlay R3-B Decal,6,Digital Cut,I-Cut Thru Cut,Digital Cut,490-digitalcut,60,,60,0,In Process,Sales Order #13657527DM,,.9
6/8/2026,12110520640WO,,Seats : Columbia Vehicle Group,761132-1675,"LABEL,MADE IN USA",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,200,,200,0,In Process,Sales Order #13657608DM,,.5
6/25/2026,12110520692WO,,Toro Company,91-0820-1700,"Ground Here, RoHS Decal, RevE UL",5,Digital Cut,I-Cut Kiss Cut - I-Cut Thru Cut,Digital Cut,490-digitalcut,10500,,10500,0,Released,,,3.1
7/3/2026,12110520693WO,,Toro Company,100-4627-1700,Red Snowthrower Reflector Decal RevA,3,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1350,,1350,0,Released,,,1.6
